Geo Point;Geo Shape;osm_id;type;name;operator;brand;opening_hours;wheelchair;cuisine;vegetarian;vegan;delivery;takeaway;internet_access;stars;capacity;drive_through;phone;website;facebook;smoking;commune;osm_edit;latitude;longitude
48.84460549973085, 2.3118262;"{""coordinates"": [2.3118262, 48.84460549973085], ""type"": ""Point""}";node/9683407918;bar;Starving Club - Pasteur;Unknown;Unknown;"Mo 10:30-15:00; Tu-Sa 10:30-24:00; Su 10:30-15:00";yes;american,burger;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33788526404;https://starvingclub.fr/;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=9683407918;48.84460549973085;2.3118262
48.868888199724836, 2.3630266;"{""coordinates"": [2.3630266, 48.868888199724836], ""type"": ""Point""}";node/1670163781;cafe;Le Café Pierre;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33140377110;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=1670163781;48.86888819972484;2.3630266
48.85385999972858, 2.332068;"{""coordinates"": [2.332068, 48.85385999972858], ""type"": ""Point""}";node/2781089303;restaurant;Café Louise;Unknown;Unknown;;yes;french;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=2781089303;48.85385999972858;2.332068
48.83898999973225, 2.3217347;"{""coordinates"": [2.3217347, 48.83898999973225], ""type"": ""Point""}";node/10130786593;food_court;Food Society;Unknown;Unknown;"Mo-Th,Su 07:00-01:00; Fr-Sa 07:00-02:00; PH closed";yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=10130786593;48.83898999973225;2.3217347
48.88887249971987, 2.3146752;"{""coordinates"": [2.3146752, 48.88887249971987], ""type"": ""Point""}";node/7169363186;restaurant;La Cantine Libanaise;Unknown;Unknown;Mo-Sa 11:30-15:00;yes;lebanese;yes;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=7169363186;48.88887249971987;2.3146752
48.86180299972659, 2.3573301;"{""coordinates"": [2.3573301, 48.86180299972659], ""type"": ""Point""}";node/5227777333;restaurant;Jackpot;Unknown;Unknown;"Tu-Sa 11:00-15:30,18:00-23:30; Su 11:00-15:30";yes;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=5227777333;48.86180299972659;2.3573301
48.86617229972551, 2.3477129;"{""coordinates"": [2.3477129, 48.86617229972551], ""type"": ""Point""}";node/5955576702;restaurant;Kapunka;Unknown;Unknown;11:30-15:00,18:30-23:00;yes;thai;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=5955576702;48.86617229972551;2.3477129
48.87334449972374, 2.3091989;"{""coordinates"": [2.3091989, 48.87334449972374], ""type"": ""Point""}";node/826931595;restaurant;Les Oreilles et La Queue;Unknown;Unknown;"12:00-14:30; 19:00-23:30";yes;french,meat;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=826931595;48.87334449972374;2.3091989
48.859019199727285, 2.3535078;"{""coordinates"": [2.3535078, 48.859019199727285], ""type"": ""Point""}";node/3653361131;ice_cream;Yogurt Factory;Unknown;Yogurt Factory;;yes;frozen_yogurt;Unknown;Unknown;Unknown;only;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=3653361131;48.859019199727285;2.3535078
48.87811089972254, 2.299196;"{""coordinates"": [2.299196, 48.87811089972254], ""type"": ""Point""}";node/7563359104;restaurant;Le Visconti;Unknown;Unknown;;yes;italian;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=7563359104;48.87811089972254;2.299196
48.86680399972537, 2.347365;"{""coordinates"": [2.347365, 48.86680399972537], ""type"": ""Point""}";node/4678675289;restaurant;Breizh Café Montorgueil;Unknown;Unknown;"12:00-22:30; Fr-Sa 12:00-23:00";yes;crepe;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 42 33 97 78;https://breizhcafe.com/;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=4678675289;48.86680399972537;2.347365
48.86538879972572, 2.2380513;"{""coordinates"": [2.2380513, 48.86538879972572], ""type"": ""Point""}";node/6724479623;bar;La Clairière;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=6724479623;48.86538879972572;2.2380513
48.87080129972437, 2.3426831;"{""coordinates"": [2.3426831, 48.87080129972437], ""type"": ""Point""}";node/2965964975;fast_food;Mimosa;Unknown;Unknown;;yes;kebab;Unknown;Unknown;Unknown;only;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=2965964975;48.87080129972437;2.3426831
48.855090299728275, 2.3412924;"{""coordinates"": [2.3412924, 48.855090299728275], ""type"": ""Point""}";node/5041151709;restaurant;Ze Kitchen Galerie;Unknown;Unknown;Tr-Sa 19:00-23:00,Tr-Sa 12:00-14:30;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 44 32 00 32;https://zekitchengalerie.fr/;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=5041151709;48.85509029972828;2.3412924
48.83255009973385, 2.3707432;"{""coordinates"": [2.3707432, 48.83255009973385], ""type"": ""Point""}";node/4381941196;restaurant;Zaytoon;Unknown;Unknown;"Mo-Fr 12:00-14:30; Tu-Sa 19:30-22:30";yes;lebanese;yes;yes;Unknown;yes;Unknown;Unknown;Unknown;Unknown;+33 1 45 70 00 12;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=4381941196;48.83255009973385;2.3707432
48.883300999721264, 2.3854417;"{""coordinates"": [2.3854417, 48.883300999721264], ""type"": ""Point""}";node/987919085;fast_food;McDonald's;McDonald's;McDonald's;Su-Th 09:00-23:00, Fr,Sa 09:00-24:00;yes;burger;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=987919085;48.883300999721264;2.3854417
48.87591169972308, 2.3587708;"{""coordinates"": [2.3587708, 48.87591169972308], ""type"": ""Point""}";node/251851391;restaurant;Bouillon Chartier;Unknown;Unknown;Mo-Su 11:30-00:00;yes;french,brasserie;yes;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 42 05 20 02;https://www.bouillon-chartier.com/gare-de-lest/;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=251851391;48.87591169972308;2.3587708
48.832450799733884, 2.3207231;"{""coordinates"": [2.3207231, 48.832450799733884], ""type"": ""Point""}";node/495671857;restaurant;L'Imprévu;Unknown;Unknown;Mo-Su 08:00-02:00;yes;pizza;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 6 26 76 62 71;https://limprevu.blogspot.com/;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=495671857;48.83245079973389;2.3207231
48.86454619972592, 2.3300619;"{""coordinates"": [2.3300619, 48.86454619972592], ""type"": ""Point""}";node/6123306945;restaurant;Café des Tuileries;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=6123306945;48.86454619972592;2.3300619
48.86111199972676, 2.2985572;"{""coordinates"": [2.2985572, 48.86111199972676], ""type"": ""Point""}";node/9718100882;restaurant;Les Ombres;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=9718100882;48.86111199972676;2.2985572
48.86085999972683, 2.3503324;"{""coordinates"": [2.3503324, 48.86085999972683], ""type"": ""Point""}";node/10879400705;bar;The Joke;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=10879400705;48.86085999972683;2.3503324
48.86124189942513, 2.335375780480089;"{""coordinates"": [[[2.3353038, 48.86119479972675], [2.335383, 48.861175199726745], [2.3354017, 48.86120799972676], [2.3354478, 48.86128899972674], [2.3354351, 48.86129209972671], [2.3353685, 48.861308599726705], [2.3353038, 48.86119479972675]]], ""type"": ""Polygon""}";way/451555430;fast_food;Comptoir du Louvre;Paul;Unknown;;yes;sandwich;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?way=451555430;48.86124189942513;2.335375780480089
48.87284999972385, 2.3539852;"{""coordinates"": [2.3539852, 48.87284999972385], ""type"": ""Point""}";node/8386859838;restaurant;Marmara;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=8386859838;48.87284999972385;2.3539852
48.83298929973373, 2.3861988;"{""coordinates"": [2.3861988, 48.83298929973373], ""type"": ""Point""}";node/609212551;pub;The Frog;FrogPubs;Unknown;Mo-Su 12:00-02:00;yes;burger;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 43 40 70 71;https://www.frogpubs.com/fr/pub-bercy-village-paris.php;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=609212551;48.83298929973373;2.3861988
48.822378199736384, 2.3631115;"{""coordinates"": [2.3631115, 48.822378199736384], ""type"": ""Point""}";node/2184052283;restaurant;L'Hommage;Unknown;Unknown;Mo-Fr 12:00-14:00, 19:00-21:30;yes;french;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=2184052283;48.822378199736384;2.3631115
48.86560929972565, 2.3369261;"{""coordinates"": [2.3369261, 48.86560929972565], ""type"": ""Point""}";node/681818309;restaurant;Le Festival;Unknown;Unknown;;yes;pizza;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=681818309;48.86560929972565;2.3369261
48.85009349972951, 2.3422647;"{""coordinates"": [2.3422647, 48.85009349972951], ""type"": ""Point""}";node/9474026325;fast_food;Five pizza;Unknown;Unknown;"11:00-23:30; Fr 13:00-14:00 closed";yes;pizza;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 42 04 58 56;https://www.fivepizzaoriginal.com/five-pizza-original-paris-6-saint-michel/;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=9474026325;48.85009349972951;2.3422647
48.826750199735294, 2.3667463;"{""coordinates"": [2.3667463, 48.826750199735294], ""type"": ""Point""}";node/4420364190;fast_food;Olympiades Traiteur;Unknown;Unknown;Mo-Fr 11:00-20:00;yes;sandwich,vietnamese;yes;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=4420364190;48.826750199735294;2.3667463
48.849148299729755, 2.3746044;"{""coordinates"": [2.3746044, 48.849148299729755], ""type"": ""Point""}";node/530272907;restaurant;Gemma;Unknown;Unknown;"Mo-Th 12:00-14:30, 19:00-23:00; Fr 19:00-23:00; Sa-Su 12:00-23:00";yes;pizza,italian;Unknown;Unknown;Unknown;Unknown;wlan;Unknown;Unknown;Unknown;+33 1 43 45 36 04;https://www.gemmapizzeria.com/;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=530272907;48.84914829972976;2.3746044
48.8835591997212, 2.3206125;"{""coordinates"": [2.3206125, 48.8835591997212], ""type"": ""Point""}";node/5116127524;restaurant;Mamma Primi;Unknown;Unknown;;yes;italian;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=5116127524;48.8835591997212;2.3206125
48.82879219973478, 2.3246801;"{""coordinates"": [2.3246801, 48.82879219973478], ""type"": ""Point""}";node/8235215013;restaurant;Don Yoku;Unknown;Unknown;;yes;japanese;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=8235215013;48.82879219973478;2.3246801
48.82386119973601, 2.3234793;"{""coordinates"": [2.3234793, 48.82386119973601], ""type"": ""Point""}";node/1579618645;restaurant;Dost Grill;Unknown;Unknown;11:30-23:00;yes;turkish;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;https://dostgrill.com;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=1579618645;48.82386119973601;2.3234793
48.86641999972545, 2.3315235;"{""coordinates"": [2.3315235, 48.86641999972545], ""type"": ""Point""}";node/5580549321;restaurant;Nomad’s;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=5580549321;48.86641999972545;2.3315235
48.89053049971949, 2.3121474;"{""coordinates"": [2.3121474, 48.89053049971949], ""type"": ""Point""}";node/6972575569;restaurant;Le Beautignolle;Unknown;Unknown;"Mo 07:00-20:00; Tu-Fr 06:30-22:00; Sa 09:30-22:00";yes;Unknown;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=6972575569;48.89053049971949;2.3121474
48.86430009972599, 2.3323292;"{""coordinates"": [2.3323292, 48.86430009972599], ""type"": ""Point""}";node/811326704;bar;El Tonel;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=811326704;48.86430009972599;2.3323292
48.85631539972796, 2.3646381;"{""coordinates"": [2.3646381, 48.85631539972796], ""type"": ""Point""}";node/2389976264;ice_cream;Amorino;Unknown;Amorino;Mo-We 11:30-19:30, Th-Su 11:30-20:30;yes;Unknown;Unknown;yes;Unknown;only;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=2389976264;48.85631539972796;2.3646381
48.887204799720294, 2.3196251;"{""coordinates"": [2.3196251, 48.887204799720294], ""type"": ""Point""}";node/5107253621;restaurant;Premiata Drogheria Di Meglio;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=5107253621;48.88720479972029;2.3196251
48.82358019973608, 2.3717019;"{""coordinates"": [2.3717019, 48.82358019973608], ""type"": ""Point""}";node/3960011709;restaurant;Yi Bowl Noodle;Unknown;Unknown;Mo-Su 12:00-15:00, Mo-Su 18:30-22:30, Tu closed;yes;chinese,noodle;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 45 84 05 43;https://restaurantlaoviet.com/;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=3960011709;48.82358019973608;2.3717019
48.851855899729074, 2.3984125;"{""coordinates"": [2.3984125, 48.851855899729074], ""type"": ""Point""}";node/10767319941;restaurant;Lutèce café;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=10767319941;48.851855899729074;2.3984125
48.83664259973285, 2.296064;"{""coordinates"": [2.296064, 48.83664259973285], ""type"": ""Point""}";node/5016723122;restaurant;Kintaro;Unknown;Unknown;19:00-22:45, Mo-Sa 12:00-14:45;yes;japanese;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 44 19 88 88;https://www.kintaro15.fr;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=5016723122;48.83664259973285;2.296064
48.85511979972826, 2.3415336;"{""coordinates"": [2.3415336, 48.85511979972826], ""type"": ""Point""}";node/7124772485;restaurant;Lapérouse;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=7124772485;48.85511979972826;2.3415336
48.85061649972938, 2.3004771;"{""coordinates"": [2.3004771, 48.85061649972938], ""type"": ""Point""}";node/2544195429;restaurant;La Cabane 47;Unknown;Unknown;;yes;french;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=2544195429;48.85061649972938;2.3004771
48.861268799726716, 2.3578488;"{""coordinates"": [2.3578488, 48.861268799726716], ""type"": ""Point""}";node/2983776598;restaurant;La Terrasse des Archives;Unknown;Unknown;Mo-Fr 07:30-02:00, Sa,Su,PH 08:30-02:00;yes;french;yes;no;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 42 72 17 57;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=2983776598;48.86126879972672;2.3578488
48.857607999727634, 2.3683587;"{""coordinates"": [2.3683587, 48.857607999727634], ""type"": ""Point""}";node/2450320519;restaurant;Il Seguito;Unknown;Unknown;Mo-Su 12:00-14:30, 18:30-23:30;yes;italian;yes;no;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=2450320519;48.857607999727634;2.3683587
48.82755489973509, 2.3356387;"{""coordinates"": [2.3356387, 48.82755489973509], ""type"": ""Point""}";node/536515303;restaurant;Assanabel;Unknown;Unknown;Mo-Su 12:00-15:00,19:00-23:00;yes;lebanese;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=536515303;48.82755489973509;2.3356387
48.864209699726, 2.3549377;"{""coordinates"": [2.3549377, 48.864209699726], ""type"": ""Point""}";node/10649429508;cafe;2Ne1 Paris Bubble Tea;Unknown;Unknown;;yes;bubble_tea;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=10649429508;48.864209699726;2.3549377
48.875846599723104, 2.3701151;"{""coordinates"": [2.3701151, 48.875846599723104], ""type"": ""Point""}";node/4076261425;restaurant;Bodhi Vegan;Unknown;Unknown;Mo-Sa 11:30-14:30, 18:30-22:30;yes;vietnamese;Unknown;only;Unknown;yes;Unknown;Unknown;Unknown;Unknown;+33 1 42 85 33 87;https://www.bodhivegan.fr/?lang=en;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=4076261425;48.875846599723104;2.3701151
48.86263879972638, 2.3674951;"{""coordinates"": [2.3674951, 48.86263879972638], ""type"": ""Point""}";node/3201879208;restaurant;Le Centenaire;Unknown;Unknown;Mo-Sa 07:00-02:00;yes;burger,french;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;50;Unknown;+331 47 00 35 46;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=3201879208;48.86263879972638;2.3674951
48.864406349725954, 2.32567215;"{""coordinates"": [[[2.3255641, 48.86435429972595], [2.325679, 48.864318399725974], [2.3257802, 48.86445839972593], [2.3256653, 48.864494299725926], [2.3255641, 48.86435429972595]]], ""type"": ""Polygon""}";way/54188995;cafe;Café Médicis;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?way=54188995;48.864406349725954;2.32567215
48.84839659972992, 2.3726008;"{""coordinates"": [2.3726008, 48.84839659972992], ""type"": ""Point""}";node/428044937;restaurant;Les Affranchis;Unknown;Unknown;Mo-Sa 06:00-23:00;yes;Unknown;Unknown;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=428044937;48.84839659972992;2.3726008
48.865052699725794, 2.3569244;"{""coordinates"": [2.3569244, 48.865052699725794], ""type"": ""Point""}";node/667338326;restaurant;Temple Céleste;Unknown;Unknown;Mo-Su 12:00-22:00;yes;chinese;yes;yes;Unknown;Unknown;Unknown;Unknown;25;Unknown;+33 1 42 72 09 75;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=667338326;48.865052699725794;2.3569244
48.861580499726664, 2.3527583;"{""coordinates"": [2.3527583, 48.861580499726664], ""type"": ""Point""}";node/5794128854;restaurant;Mamie Sushi;Unknown;Unknown;Tu-Su 12:00-22:00;yes;sushi;Unknown;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;+33987499883;https://mamiesushi.fr/;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=5794128854;48.86158049972666;2.3527583
48.883235299721285, 2.324973;"{""coordinates"": [2.324973, 48.883235299721285], ""type"": ""Point""}";node/7542033985;restaurant;La Estancia;Unknown;Unknown;;yes;argentinian;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;https://www.laestancia.fr/;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=7542033985;48.883235299721285;2.324973
48.8622270997265, 2.3495483;"{""coordinates"": [2.3495483, 48.8622270997265], ""type"": ""Point""}";node/2700561974;restaurant;IT;Unknown;Unknown;;yes;pizza,pasta,italian;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=2700561974;48.8622270997265;2.3495483
48.861805799726575, 2.3829859;"{""coordinates"": [2.3829859, 48.861805799726575], ""type"": ""Point""}";node/11160270204;restaurant;Impact Berliner Kebap;Unknown;Unknown;"Tu-Sa 11:30-23:00; Mo 11:30-22:00";yes;kebab,german;yes;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;+33 1 55 28 66 47;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=11160270204;48.861805799726575;2.3829859
48.82937699973464, 2.3829863;"{""coordinates"": [2.3829863, 48.82937699973464], ""type"": ""Point""}";node/3710917664;restaurant;Mille et Une Nuits;Unknown;Unknown;Mo-Sa 11:30-14:30,16:00-02:00;yes;Unknown;Unknown;Unknown;Unknown;Unknown;wlan;0.0;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=3710917664;48.82937699973464;2.3829863
48.85100199972927, 2.3426817;"{""coordinates"": [2.3426817, 48.85100199972927], ""type"": ""Point""}";node/2742508419;cafe;Starbucks;Starbucks;Starbucks;"Mo-Fr 07:00-21:00; Sa,Su 08:00-21:00";yes;coffee_shop;Unknown;Unknown;Unknown;yes;Unknown;Unknown;Unknown;Unknown;+33 1 46 33 41 55;https://www.starbucks.fr/;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=2742508419;48.85100199972927;2.3426817
48.87505349972332, 2.3205672;"{""coordinates"": [2.3205672, 48.87505349972332], ""type"": ""Point""}";node/4070148938;cafe;Le Pot à Tabac;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=4070148938;48.87505349972332;2.3205672
48.84036826501771, 2.3205777190374275;"{""coordinates"": [[[2.3205367, 48.84035909973192], [2.3205371, 48.84035679973193], [2.3205382, 48.840355099731916], [2.320541, 48.84035299973192], [2.3205705, 48.84033769973192], [2.3206216, 48.84038029973191], [2.320592, 48.84039599973191], [2.3205902, 48.84039669973192], [2.3205874, 48.840396899731914], [2.3205848, 48.84039669973192], [2.3205821, 48.84039579973191], [2.3205478, 48.84036789973191], [2.3205461, 48.84036889973191], [2.3205381, 48.84036239973192], [2.3205373, 48.840360899731905], [2.3205367, 48.84035909973192]]], ""type"": ""Polygon""}";way/705788054;restaurant;YO! Sushi;Unknown;Unknown;Mo-Th,Sa 06:30-21:00, Fr,Su 06:30-22:00;yes;sushi;Unknown;Unknown;Unknown;only;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?way=705788054;48.84036826501771;2.3205777190374275
48.86490189972582, 2.3547831;"{""coordinates"": [2.3547831, 48.86490189972582], ""type"": ""Point""}";node/706546163;fast_food;Poulet champion;Unknown;Unknown;;yes;chicken;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=706546163;48.86490189972582;2.3547831
48.854515199728404, 2.3627261;"{""coordinates"": [2.3627261, 48.854515199728404], ""type"": ""Point""}";node/705252920;restaurant;Au Bouquet Saint-Paul;Unknown;Unknown;;yes;french;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=705252920;48.8545151997284;2.3627261
48.8235175997361, 2.3258503;"{""coordinates"": [2.3258503, 48.8235175997361], ""type"": ""Point""}";node/992935784;restaurant;Mangue Rouge;Unknown;Unknown;;yes;thai;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=992935784;48.8235175997361;2.3258503
48.82979489973454, 2.3277712;"{""coordinates"": [2.3277712, 48.82979489973454], ""type"": ""Point""}";node/9735901823;fast_food;Pizza Royale;Unknown;Unknown;;yes;pizza;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;no;Paris;https://www.openstreetmap.org/edit?node=9735901823;48.82979489973454;2.3277712
48.847210599730204, 2.3483382;"{""coordinates"": [2.3483382, 48.847210599730204], ""type"": ""Point""}";node/1134402720;restaurant;La Méthode;Unknown;Unknown;;yes;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;Paris;https://www.openstreetmap.org/edit?node=1134402720;48.84721059973021;2.3483382
48.82699919973524, 2.3834343;"{""coordinates"": [2.3834343, 48.82699919973524], ""type"": ""Point""}";node/8944210367;bar;Ess'pace;Unknown;Unknown;Tu-Sa 17:00-25:00;yes;Unknown;Unknown;Unknown;Unknown;Unknown;wlan;Unknown;Unknown;Unknown;Unknown;Unknown;Unknown;outside;Paris;https://www.openstreetmap.org/edit?node=8944210367;48.82699919973524;2.3834343
